MovieID,Title,Year,Genre,No_View,Rating
1739,3 Ninjas: High Noon On Mega Mountain (1998),1998,Action,94,1.361702128
1323,Amityville 3-D (1983),1983,Horror,43,1.372093023
3573,Carnosaur 2 (1995),1995,Horror,52,1.461538462
810,Kazaam (1996),1996,Children's,360,1.466666667
1989,Prom Night III: The Last Kiss (1989),1989,Horror,15,1.466666667
3026,Slaughterhouse (1987),1987,Horror,8,1.5
975,Something to Sing About (1937),1937,Comedy,4,1.5
1905,Marie Baie Des Anges (1997),1997,Drama,2,1.5
3485,Autopsy (Macchie Solari) (1975),1975,Horror,2,1.5
1558,Sudden Manhattan (1996),1996,Comedy,2,1.5
660,August (1996),1996,Drama,2,1.5
2449,"Garbage Pail Kids Movie, The (1987)",1987,Adventure,64,1.53125
1383,Adrenalin: Fear the Rush (1996),1996,Action,22,1.545454545
1826,Barney's Great Adventure (1998),1998,Adventure,80,1.55
3042,Meatballs III (1987),1987,Comedy,65,1.553846154
2799,Problem Child 2 (1991),1991,Comedy,99,1.555555556
703,Boys (1996),1996,Drama,10,1.6
2233,Digging to China (1998),1998,Drama,5,1.6
2818,Iron Eagle IV (1995),1995,Action,116,1.603448276
3593,Battlefield Earth (2000),2000,Action,684,1.611111111
181,Mighty Morphin Power Rangers: The Movie (1995),1995,Action,186,1.612903226
2817,Aces: Iron Eagle III (1992),1992,Action,250,1.64
1599,Steel (1997),1997,Action,67,1.641791045
1170,Best of the Best 3: No Turning Back (1995),1995,Action,17,1.647058824
1325,Amityville: A New Generation (1993),1993,Horror,23,1.652173913
2383,Police Academy 6: City Under Siege (1989),1989,Comedy,149,1.657718121
3390,Shanghai Surprise (1986),1986,Adventure,33,1.666666667
3666,Retro Puppetmaster (1999),1999,Horror,18,1.666666667
1538,"Second Jungle Book: Mowgli & Baloo, The (1997)",1997,Adventure,12,1.666666667
3001,"Suburbans, The (1999)",1999,Drama,6,1.666666667
3621,Possession (1981),1981,Drama,6,1.666666667
3407,"Carriers Are Waiting, The (Les Convoyeurs Attendent) (1999)",1999,Comedy,6,1.666666667
3119,Bay of Blood (Reazione a catena) (1971),1971,Horror,3,1.666666667
634,Theodore Rex (1995),1995,Comedy,3,1.666666667
3772,Hatchet For the Honeymoon (Rosso Segno Della Follia) (1969),1969,Horror,3,1.666666667
66,Lawnmower Man 2: Beyond Cyberspace (1996),1996,Sci-Fi,194,1.670103093
1324,Amityville: Dollhouse (1996),1996,Horror,22,1.681818182
2452,"Gate II: Trespassers, The (1990)",1990,Horror,19,1.684210526
3664,Puppet Master 5: The Final Chapter (1994),1994,Horror,162,1.685185185
1990,Prom Night IV: Deliver Us From Evil (1992),1992,Horror,16,1.6875
2368,King Kong Lives (1986),1986,Action,174,1.689655172
3041,Meatballs Part II (1984),1984,Comedy,73,1.698630137
2555,Baby Geniuses (1999),1999,Comedy,164,1.701219512
1335,Blood Beach (1981),1981,Action,42,1.714285714
1322,Amityville 1992: It's About Time (1992),1992,Horror,32,1.71875
3043,Meatballs 4 (1992),1992,Comedy,40,1.725
3572,Carnosaur (1993),1993,Horror,154,1.727272727
3665,Curse of the Puppet Master (1998),1998,Horror,78,1.730769231
470,House Party 3 (1994),1994,Comedy,38,1.736842105
1595,Free Willy 3: The Rescue (1997),1997,Adventure,195,1.738461538
3472,Horror Hotel (a.k.a. The City of the Dead) (1960),1960,Horror,4,1.75
2807,Universal Soldier: The Return (1999),1999,Action,182,1.758241758
2655,Howling II: Your Sister Is a Werewolf (1985),1985,Horror,47,1.765957447
2382,Police Academy 5: Assignment: Miami Beach (1988),1988,Comedy,150,1.766666667
1998,Exorcist II: The Heretic (1977),1977,Horror,113,1.769911504
2486,24-hour Woman (1998),1998,Drama,9,1.777777778
3268,Stop! Or My Mom Will Shoot (1992),1992,Action,358,1.782122905
1105,Children of the Corn IV: The Gathering (1996),1996,Horror,42,1.785714286
2515,Children of the Corn II: The Final Sacrifice (1993),1993,Horror,52,1.788461538
3463,Last Resort (1994),1994,Comedy,10,1.8
1433,"Machine, The (1994)",1994,Comedy,10,1.8
3564,"Flintstones in Viva Rock Vegas, The (2000)",2000,Children's,256,1.8046875
1490,B*A*P*S (1997),1997,Comedy,26,1.807692308
3695,"Toxic Avenger Part III: The Last Temptation of Toxie, The (1989)",1989,Comedy,106,1.811320755
102,Mr. Wrong (1996),1996,Comedy,60,1.816666667
220,Castle Freak (1995),1995,Horror,28,1.821428571
1996,Poltergeist III (1988),1988,Horror,224,1.830357143
2462,"Return of the Texas Chainsaw Massacre, The (1994)",1994,Horror,54,1.833333333
2754,Deadtime Stories (1987),1987,Horror,12,1.833333333
2974,Bats (1999),1999,Horror,134,1.835820896
1981,Friday the 13th Part VIII: Jason Takes Manhattan (1989),1989,Horror,99,1.838383838
1328,"Amityville Curse, The (1990)",1990,Horror,25,1.84
2516,Children of the Corn III (1994),1994,Horror,45,1.844444444
1389,Jaws 3-D (1983),1983,Action,420,1.852380952
3694,"Toxic Avenger, Part II, The (1989)",1989,Comedy,124,1.85483871
393,Street Fighter (1994),1994,Action,105,1.857142857
847,"Big Squeeze, The (1996)",1996,Comedy,14,1.857142857
2244,"Allnighter, The (1987)",1987,Comedy,14,1.857142857
3663,Puppet Master 4 (1993),1993,Horror,174,1.862068966
2816,Iron Eagle II (1988),1988,Action,296,1.864864865
2298,Strangeland (1998),1998,Thriller,15,1.866666667
1556,Speed 2: Cruise Control (1997),1997,Action,1101,1.871934605
1760,Spice World (1997),1997,Comedy,380,1.873684211
546,Super Mario Bros. (1993),1993,Action,1400,1.874285714
1731,Mr. Magoo (1997),1997,Comedy,64,1.875
2234,Let's Talk About Sex (1998),1998,Drama,8,1.875
1707,Home Alone 3 (1997),1997,Children's,308,1.876623377
2643,Superman IV: The Quest for Peace (1987),1987,Action,996,1.888554217
1891,"Ugly, The (1997)",1997,Horror,18,1.888888889
2536,"Concorde: Airport '79, The (1979)",1979,Drama,37,1.891891892
1993,Child's Play 3 (1992),1992,Horror,97,1.896907216
244,Gumby: The Movie (1995),1995,Animation,20,1.9
2381,Police Academy 4: Citizens on Patrol (1987),1987,Comedy,174,1.913793103
3667,Rent-A-Cop (1988),1988,Action,70,1.914285714
75,Big Bully (1996),1996,Comedy,24,1.916666667
3440,Teenage Mutant Ninja Turtles III (1993),1993,Action,564,1.920212766
3563,"Crow: Salvation, The (2000)",2000,Action,26,1.923076923
2798,Problem Child (1990),1990,Comedy,160,1.925
212,Bushwhacked (1995),1995,Comedy,14,1.928571429
2614,Chopping Mall (a.k.a. Killbots) (1986),1986,Action,132,1.931818182
502,"Next Karate Kid, The (1994)",1994,Action,310,1.935483871
3392,She-Devil (1989),1989,Comedy,157,1.936305732
519,Robocop 3 (1993),1993,Sci-Fi,404,1.940594059
2537,Beyond the Poseidon Adventure (1979),1979,Adventure,34,1.941176471
1679,Chairman of the Board (1998),1998,Comedy,24,1.958333333
1381,Grease 2 (1982),1982,Comedy,909,1.96369637
2386,Jerry Springer: Ringmaster (1998),1998,Drama,59,1.966101695
3774,House Party 2 (1991),1991,Comedy,64,1.96875
3054,Pok锟巾on: The First Movie (1998),1998,Animation,272,1.977941176
1976,Friday the 13th Part 3: 3D (1982),1982,Horror,199,1.979899497
126,"NeverEnding Story III, The (1994)",1994,Adventure,297,1.98989899
1972,"Nightmare on Elm Street 5: The Dream Child, A (1989)",1989,Horror,200,1.995
2153,"Avengers, The (1998)",1998,Action,576,1.996527778
2265,Nothing But Trouble (1991),1991,Adventure,166,2
747,"Stupids, The (1996)",1996,Comedy,55,2
3488,"Hideous Sun Demon, The (1959)",1959,Horror,44,2
56,Kids of the Round Table (1995),1995,Adventure,27,2
1878,Woo (1998),1998,Comedy,22,2
815,Power 98 (1995),1995,Action,18,2
1853,"Alan Smithee Film: Burn Hollywood Burn, An (1997)",1997,Comedy,17,2
2631,Frogs for Snakes (1998),1998,Comedy,15,2
3437,Cool as Ice (1991),1991,Drama,12,2
98,Shopping (1994),1994,Action,12,2
591,Tough and Deadly (1995),1995,Action,6,2
2777,Cobra (1925),1925,Drama,5,2
1133,Talking About Sex (1994),1994,Comedy,4,2
2955,Penitentiary II (1982),1982,Drama,4,2
834,Phat Beach (1996),1996,Comedy,4,2
1868,"Truce, The (1996)",1996,Drama,4,2
2591,Jeanne and the Perfect Guy (Jeanne et le gar锟斤n formidable) (1998),1998,Comedy,4,2
1102,American Strays (1996),1996,Action,4,2
1107,Loser (1991),1991,Comedy,3,2
2576,"Love, etc. (1996)",1996,Drama,3,2
3151,"Bat Whispers, The (1930)",1930,Crime,3,2
744,Brothers in Trouble (1995),1995,Drama,3,2
643,Peanuts - Die Bank zahlt alles (1996),1996,Comedy,3,2
821,"Crude Oasis, The (1995)",1995,Romance,2,2
1528,Intimate Relations (1996),1996,Comedy,2,2
977,Moonlight Murder (1936),1936,Mystery,2,2
2235,One Man's Hero (1999),1999,Drama,2,2
1630,"Lay of the Land, The (1997)",1997,Comedy,2,2
3687,Light Years (1988),1988,Sci-Fi,2,2
2343,"Naked Man, The (1998)",1998,Drama,2,2
672,Tarantella (1995),1995,Drama,2,2
1852,Love Walked In (1998),1998,Drama,2,2
2742,M锟筋age (Tenue de soir锟藉) (1986),1986,Comedy,2,2
1118,Tashunga (1995),1995,Adventure,2,2
2308,Detroit 9000 (1973),1973,Action,2,2
690,"Promise, The (Versprechen, Das) (1994)",1994,Romance,2,2
607,Century (1993),1993,Drama,2,2
579,"Scorta, La (1993)",1993,Thriller,1,2
2484,Tinseltown (1998),1998,Comedy,1,2
545,Harlem (1993),1993,Drama,1,2
3315,Happy Go Lovely (1951),1951,Musical,1,2
644,Happy Weekend (1996),1996,Comedy,1,2
3297,With Byrd at the South Pole (1930),1930,Documentary,1,2
859,"Hippie Revolution, The (1996)",1996,Documentary,1,2
865,Small Faces (1995),1995,Drama,1,2
226,Dream Man (1995),1995,Thriller,1,2
2254,Choices (1981),1981,Drama,1,2
2277,Somewhere in the City (1997),1997,Drama,1,2
1709,Legal Deceit (1997),1997,Thriller,1,2
3291,Trois (2000),2000,Thriller,1,2
1820,"Proposition, The (1998)",1998,Drama,1,2
642,Roula (1995),1995,Drama,1,2
651,"Superweib, Das (1996)",1996,Comedy,1,2
1714,Never Met Picasso (1996),1996,Romance,1,2
2218,Juno and Paycock (1930),1930,Drama,1,2
1815,Eden (1997),1997,Drama,1,2
3220,Night Tide (1961),1961,Drama,1,2
3722,Live Virgin (1999),1999,Comedy,1,2
3321,"Waiting Game, The (2000)",2000,Comedy,1,2
169,Free Willy 2: The Adventure Home (1995),1995,Adventure,339,2.017699115
2465,Deadly Friend (1986),1986,Horror,42,2.023809524
2965,"Omega Code, The (1999)",1999,Action,72,2.027777778
737,Barb Wire (1996),1996,Action,600,2.03
2380,Police Academy 3: Back in Training (1986),1986,Comedy,196,2.030612245
3690,Porky's Revenge (1985),1985,Comedy,122,2.040983607
3689,Porky's II: The Next Day (1983),1983,Comedy,141,2.042553191
667,Bloodsport 2 (1995),1995,Action,47,2.042553191
437,Cops and Robbersons (1994),1994,Comedy,64,2.046875
1822,Meet the Deedles (1998),1998,Children's,42,2.047619048
2164,Surf Nazis Must Die (1987),1987,Drama,20,2.05
1862,Species II (1998),1998,Horror,396,2.050505051
193,Showgirls (1995),1995,Drama,217,2.050691244
2903,Psycho III (1986),1986,Horror,196,2.051020408
2748,Allan Quartermain and the Lost City of Gold (1987),1987,Action,274,2.051094891
1168,Bad Moon (1996),1996,Horror,18,2.055555556
2514,Pet Sematary II (1992),1992,Horror,116,2.060344828
255,"Jerky Boys, The (1994)",1994,Comedy,66,2.060606061
65,Bio-Dome (1996),1996,Comedy,143,2.062937063
1978,Friday the 13th Part V: A New Beginning (1985),1985,Horror,114,2.078947368
631,All Dogs Go to Heaven 2 (1996),1996,Animation,225,2.08
1497,Double Team (1997),1997,Action,48,2.083333333
3767,Missing in Action 2: The Beginning (1985),1985,Action,208,2.086538462
1525,Warriors of Virtue (1997),1997,Action,176,2.090909091
1984,Halloween III: Season of the Witch (1983),1983,Horror,105,2.095238095
2461,Leatherface: Texas Chainsaw Massacre III (1990),1990,Horror,62,2.096774194
3662,Puppet Master III: Toulon's Revenge (1991),1991,Horror,276,2.097826087
1988,Hello Mary Lou: Prom Night II (1987),1987,Horror,51,2.098039216
2450,Howard the Duck (1986),1986,Adventure,1302,2.099078341
243,Gordy (1995),1995,Comedy,10,2.1
2412,Rocky V (1990),1990,Action,548,2.102189781
71,Fair Game (1995),1995,Action,96,2.104166667
2982,"Guardian, The (1990)",1990,Horror,76,2.105263158
3401,Baby... Secret of the Lost Legend (1985),1985,Adventure,226,2.10619469
1326,Amityville II: The Possession (1982),1982,Horror,56,2.107142857
2828,Dudley Do-Right (1999),1999,Children's,242,2.107438017
2568,"Mod Squad, The (1999)",1999,Action,428,2.107476636
618,Two Much (1996),1996,Comedy,18,2.111111111
1992,Child's Play 2 (1990),1990,Horror,133,2.112781955
692,Solo (1996),1996,Action,318,2.113207547
374,Richie Rich (1994),1994,Children's,366,2.114754098
2152,Air Bud: Golden Receiver (1998),1998,Children's,138,2.115942029
1602,Leave It to Beaver (1997),1997,Comedy,43,2.11627907
2422,"Karate Kid III, The (1989)",1989,Action,858,2.122377622
405,Highlander III: The Sorcerer (1994),1994,Action,406,2.123152709
1986,Halloween 5: The Revenge of Michael Myers (1989),1989,Horror,127,2.125984252
3439,Teenage Mutant Ninja Turtles II: The Secret of the Ooze (1991),1991,Action,753,2.12749004
3238,Eye of the Beholder (1999),1999,Thriller,267,2.134831461
3393,Date with an Angel (1987),1987,Comedy,102,2.137254902
3433,Death Wish 4: The Crackdown (1987),1987,Action,96,2.145833333
3190,Supernova (2000),2000,Adventure,322,2.149068323
3031,Repossessed (1990),1990,Comedy,53,2.150943396
2113,Graveyard Shift (1990),1990,Horror,158,2.151898734
1980,Friday the 13th Part VII: The New Blood (1988),1988,Horror,91,2.153846154
228,Destiny Turns on the Radio (1995),1995,Comedy,13,2.153846154
1313,Mad Dog Time (1996),1996,Crime,13,2.153846154
2701,Wild Wild West (1999),1999,Action,2706,2.158536585
3768,Braddock: Missing in Action III (1988),1988,Action,162,2.160493827
2720,Inspector Gadget (1999),1999,Action,1492,2.166219839
3058,"Ape, The (1940)",1940,Horror,24,2.166666667
1160,Six of a Kind (1934),1934,Comedy,6,2.166666667
1445,McHale's Navy (1997),1997,Comedy,312,2.173076923
1977,Friday the 13th: The Final Chapter (1984),1984,Horror,169,2.177514793
1979,Friday the 13th Part VI: Jason Lives (1986),1986,Horror,112,2.178571429
1681,Mortal Kombat: Annihilation (1997),1997,Action,268,2.179104478
833,High School High (1996),1996,Comedy,78,2.179487179
1973,Freddy's Dead: The Final Nightmare (1991),1991,Horror,215,2.181395349
2914,Molly (1999),1999,Comedy,22,2.181818182
2695,"Boys, The (1997)",1997,Drama,11,2.181818182
870,Gone Fishin' (1997),1997,Comedy,49,2.183673469
762,Striptease (1996),1996,Comedy,596,2.184563758
2979,Body Shots (1999),1999,Drama,37,2.189189189
1750,Star Kid (1997),1997,Adventure,252,2.19047619
419,"Beverly Hillbillies, The (1993)",1993,Comedy,156,2.192307692
3180,Play it to the Bone (1999),1999,Comedy,140,2.2
698,Delta of Venus (1994),1994,Drama,5,2.2
1499,Anaconda (1997),1997,Action,1197,2.200501253
880,"Island of Dr. Moreau, The (1996)",1996,Sci-Fi,648,2.200617284
2338,I Still Know What You Did Last Summer (1998),1998,Horror,885,2.203389831
3661,Puppet Master II (1990),1990,Horror,246,2.207317073
888,Land Before Time III: The Time of the Great Giving (1995),1995,Animation,96,2.208333333
179,Mad Love (1995),1995,Drama,96,2.208333333
867,Carpool (1996),1996,Comedy,48,2.208333333
291,Poison Ivy II (1995),1995,Thriller,48,2.208333333
87,Dunston Checks In (1996),1996,Children's,152,2.210526316
1623,Wishmaster (1997),1997,Horror,128,2.2109375
3286,Snow Day (2000),2000,Comedy,122,2.213114754
839,"Crow: City of Angels, The (1996)",1996,Action,270,2.214814815
2552,My Boyfriend's Back (1993),1993,Comedy,37,2.216216216
1863,Major League: Back to the Minors (1998),1998,Comedy,142,2.218309859
2036,Blank Check (1994),1994,Children's,192,2.21875
540,Sliver (1993),1993,Thriller,169,2.218934911
234,Exit to Eden (1994),1994,Comedy,147,2.224489796
473,In the Army Now (1994),1994,Comedy,302,2.225165563
606,Candyman: Farewell to the Flesh (1995),1995,Horror,93,2.225806452
2715,"Velocity of Gary, The (1998)",1998,Comedy,44,2.227272727
2549,Wing Commander (1999),1999,Action,350,2.228571429
2548,"Rage: Carrie 2, The (1999)",1999,Horror,105,2.228571429
2392,Jack Frost (1998),1998,Comedy,410,2.234146341
2525,Alligator (1980),1980,Action,459,2.235294118
93,Vampire in Brooklyn (1995),1995,Comedy,178,2.235955056
1336,Body Parts (1991),1991,Horror,55,2.236363636
160,Congo (1995),1995,Action,2260,2.238938053
1971,"Nightmare on Elm Street 4: The Dream Master, A (1988)",1988,Horror,242,2.239669421
2886,"Adventures of Elmo in Grouchland, The (1999)",1999,Children's,66,2.242424242
3313,Class Reunion (1982),1982,Comedy,20,2.25
3205,Black Sunday (La Maschera Del Demonio) (1960),1960,Horror,4,2.25
2887,Simon Sez (1999),1999,Drama,4,2.25
2149,House II: The Second Story (1987),1987,Comedy,206,2.252427184
3710,Action Jackson (1988),1988,Action,370,2.254054054
2053,"Honey, I Blew Up the Kid (1992)",1992,Children's,1143,2.257217848
1562,Batman & Robin (1997),1997,Action,1818,2.257425743
1839,My Giant (1998),1998,Comedy,69,2.260869565
3434,Death Wish V: The Face of Death (1994),1994,Action,76,2.263157895
460,Getting Even with Dad (1994),1994,Comedy,38,2.263157895
626,"Thin Line Between Love and Hate, A (1996)",1996,Comedy,19,2.263157895
3432,Death Wish 3 (1985),1985,Action,144,2.263888889
2878,Hell Night (1981),1981,Horror,34,2.264705882
64,Two if by Sea (1996),1996,Comedy,158,2.265822785
564,Chasers (1994),1994,Comedy,45,2.266666667
2119,Maximum Overdrive (1986),1986,Horror,147,2.272108844
2479,Gloria (1999),1999,Drama,88,2.272727273
688,Operation Dumbo Drop (1995),1995,Action,852,2.276995305
3391,Who's That Girl? (1987),1987,Comedy,96,2.28125
2477,Firewalker (1986),1986,Adventure,42,2.285714286
829,Joe's Apartment (1996),1996,Comedy,262,2.290076336
3692,Class of Nuke 'Em High (1986),1986,Comedy,116,2.293103448
1427,Turbulence (1997),1997,Thriller,51,2.294117647
3299,Hanging Up (2000),2000,Comedy,352,2.295454545
444,Even Cowgirls Get the Blues (1993),1993,Comedy,162,2.296296296
2855,Nightmares (1983),1983,Horror,10,2.3
2868,Fright Night Part II (1989),1989,Horror,63,2.301587302
3442,Band of the Hand (1986),1986,Action,39,2.307692308
2995,"House on Haunted Hill, The (1999)",1999,Horror,341,2.307917889
173,Judge Dredd (1995),1995,Action,1692,2.308510638
174,Jury Duty (1995),1995,Comedy,81,2.308641975
2523,Rollercoaster (1977),1977,Drama,84,2.30952381
704,"Quest, The (1996)",1996,Action,84,2.30952381
2456,"Fly II, The (1989)",1989,Horror,568,2.313380282
1869,Black Dog (1998),1998,Action,102,2.31372549
3331,My Tutor (1983),1983,Drama,35,2.314285714
1503,8 Heads in a Duffel Bag (1997),1997,Comedy,145,2.317241379
1969,"Nightmare on Elm Street Part 2: Freddy's Revenge, A (1985)",1985,Horror,274,2.321167883
3673,Benji the Hunted (1987),1987,Adventure,62,2.322580645
1882,Godzilla (1998),1998,Action,998,2.324649299
2906,Random Hearts (1999),1999,Drama,500,2.328
1987,Prom Night (1980),1980,Horror,91,2.32967033
3325,"Next Best Thing, The (2000)",2000,Comedy,320,2.33125
2950,"Blue Lagoon, The (1980)",1980,Adventure,1038,2.332369942
2498,My Favorite Martian (1999),1999,Comedy,246,2.333333333
710,Celtic Pride (1996),1996,Comedy,51,2.333333333
1315,Paris Was a Woman (1995),1995,Documentary,3,2.333333333
1474,Jungle2Jungle (a.k.a. Jungle 2 Jungle) (1997),1997,Children's,292,2.335616438
2642,Superman III (1983),1983,Action,1533,2.336594912
1606,Kull the Conqueror (1997),1997,Action,218,2.339449541
92,Mary Reilly (1996),1996,Drama,176,2.340909091
2404,Rambo III (1988),1988,Action,602,2.342192691
3024,Piranha (1978),1978,Horror,322,2.347826087
1439,Meet Wally Sparks (1997),1997,Comedy,46,2.347826087
2448,Virus (1999),1999,Horror,378,2.349206349
355,"Flintstones, The (1994)",1994,Children's,534,2.352059925
3048,Under the Rainbow (1981),1981,Comedy,71,2.352112676
2460,"Texas Chainsaw Massacre 2, The (1986)",1986,Horror,116,2.353448276
2522,Airport '77 (1977),1977,Drama,79,2.35443038
1456,"Pest, The (1997)",1997,Comedy,64,2.359375
891,Halloween: The Curse of Michael Myers (1995),1995,Horror,366,2.360655738
12,Dracula: Dead and Loving It (1995),1995,Comedy,320,2.3625
2854,Don't Look in the Basement! (1973),1973,Horror,11,2.363636364
2526,Meteor (1979),1979,Sci-Fi,131,2.366412214
2315,Bride of Chucky (1998),1998,Horror,294,2.367346939
427,Boxing Helena (1993),1993,Mystery,498,2.36746988
1126,Drop Dead Fred (1991),1991,Comedy,634,2.372239748
3130,Bonfire of the Vanities (1990),1990,Comedy,118,2.372881356
3716,Fatal Beauty (1987),1987,Action,134,2.373134328
1005,D3: The Mighty Ducks (1996),1996,Children's,284,2.373239437
3343,And God Created Woman (1988),1988,Comedy,120,2.375
2256,Parasite (1982),1982,Horror,48,2.375
274,Man of the House (1995),1995,Comedy,24,2.375
3239,Isn't She Great? (2000),2000,Comedy,37,2.378378378
429,Cabin Boy (1994),1994,Comedy,187,2.379679144
3669,Stay Tuned (1992),1992,Comedy,71,2.38028169
2986,Robocop 2 (1990),1990,Action,1479,2.381338742
2296,"Night at the Roxbury, A (1998)",1998,Comedy,144,2.381944444
2719,"Haunting, The (1999)",1999,Horror,952,2.382352941
1793,Welcome to Woop-Woop (1997),1997,Comedy,13,2.384615385
2379,Police Academy 2: Their First Assignment (1985),1985,Comedy,225,2.386666667
3709,Sleepwalkers (1992),1992,Horror,113,2.389380531
2953,Home Alone 2: Lost in New York (1992),1992,Children's,682,2.392961877
1855,Krippendorf's Tribe (1998),1998,Comedy,108,2.398148148
1796,In God's Hands (1998),1998,Action,10,2.4
1622,Kicked in the Head (1997),1997,Comedy,10,2.4
1636,Stag (1997),1997,Action,10,2.4
2934,"Love Bewitched, A (El Amor Brujo) (1986)",1986,Musical,5,2.4
1098,"Search for One-eye Jimmy, The (1996)",1996,Comedy,5,2.4
510,Poetic Justice (1993),1993,Drama,42,2.404761905
612,"Pallbearer, The (1996)",1996,Comedy,79,2.405063291
2473,Soul Man (1986),1986,Comedy,193,2.409326425
1985,Halloween 4: The Return of Michael Myers (1988),1988,Horror,129,2.410852713
2162,"NeverEnding Story II: The Next Chapter, The (1990)",1990,Adventure,531,2.412429379
2786,Haunted Honeymoon (1986),1986,Comedy,72,2.416666667
430,Calendar Girl (1993),1993,Drama,24,2.416666667
397,"Fear, The (1995)",1995,Horror,12,2.416666667
200,"Tie That Binds, The (1995)",1995,Thriller,12,2.416666667
2902,Psycho II (1983),1983,Horror,328,2.420731707
1867,Tarzan and the Lost City (1998),1998,Action,76,2.421052632
1995,Poltergeist II: The Other Side (1986),1986,Horror,364,2.423076923
258,"Kid in King Arthur's Court, A (1995)",1995,Adventure,720,2.423611111
2566,Doug's 1st Movie (1999),1999,Animation,80,2.425
1975,Friday the 13th Part 2 (1981),1981,Horror,171,2.426900585
416,Bad Girls (1994),1994,Western,89,2.426966292
1655,Phantoms (1998),1998,Horror,77,2.428571429
343,"Baby-Sitters Club, The (1995)",1995,Children's,42,2.428571429
2487,"Blood, Guts, Bullets and Octane (1998)",1998,Action,14,2.428571429
1890,Little Boy Blue (1997),1997,Drama,7,2.428571429
1522,Ripe (1996),1996,Drama,7,2.428571429
1772,Blues Brothers 2000 (1998),1998,Action,690,2.430434783
1453,"Beautician and the Beast, The (1997)",1997,Comedy,296,2.432432432
2092,"Return of Jafar, The (1993)",1993,Animation,489,2.435582822
312,Stuart Saves His Family (1995),1995,Comedy,112,2.4375
2733,Vibes (1988),1988,Adventure,100,2.44
2827,"Astronaut's Wife, The (1999)",1999,Sci-Fi,656,2.442073171
2851,Saturn 3 (1979),1979,Adventure,399,2.443609023
3646,Big Momma's House (2000),2000,Comedy,180,2.444444444
2196,Knock Off (1998),1998,Action,27,2.444444444
3149,Diamonds (1999),1999,Mystery,9,2.444444444
2907,Superstar (1999),1999,Comedy,213,2.44600939
2122,Children of the Corn (1984),1984,Horror,466,2.446351931
325,National Lampoon's Senior Trip (1995),1995,Comedy,49,2.448979592
2027,Mafia! (1998),1998,Comedy,258,2.449612403
3464,Solar Crisis (1993),1993,Sci-Fi,40,2.45
1632,"Smile Like Yours, A (1997)",1997,Comedy,40,2.45
3715,Burglar (1987),1987,Comedy,88,2.454545455
518,"Road to Wellville, The (1994)",1994,Comedy,149,2.456375839
3616,Loser (2000),2000,Comedy,276,2.456521739
478,Jimmy Hollywood (1994),1994,Comedy,24,2.458333333
15,Cutthroat Island (1995),1995,Action,438,2.45890411
166,"Doom Generation, The (1995)",1995,Comedy,122,2.459016393
209,White Man's Burden (1995),1995,Drama,52,2.461538462
119,"Steal Big, Steal Little (1995)",1995,Comedy,13,2.461538462
2636,"Mummy's Ghost, The (1944)",1944,Horror,13,2.461538462
1526,Fathers' Day (1997),1997,Comedy,88,2.465909091
191,"Scarlet Letter, The (1995)",1995,Drama,75,2.466666667
1520,Commandments (1997),1997,Romance,15,2.466666667
